ID,Label,Definition,PROMOT Cross-reference,Associated Phenotype (URI),Associated Phenotype (label),Assesses Phenotype (URI),Assesses Phenotype (label),Assesses Function (URI),Assesses Function (label),Captures Data About (URI),Captures Data About (label),Associated Function (URI),Associated Function (label),Involved In (URI),Involved In (label),Located In (URI),Located In (label),LLM Score,LLM Top Candidates,LLM Match Note
http://purl.obolibrary.org/obo/UBERON_0006810,olecranon,"",http://id.who.int/icd/entity/640373779,"","","","","","","","","","","","","","",0.5678,olecranon [0.568] | upper arm mesenchyme [0.56] | Abnormality of the musculature of the upper limbs [0.55],PROMOT mapping: 'Structure of upper arm' (LLM score: 0.5678) | Candidates: olecranon [0.568] | upper arm mesenchyme [0.56] | Abnormality of the musculature of the upper limbs [0.55]
http://purl.obolibrary.org/obo/UBERON_0005090,muscle structure,"",http://id.who.int/icd/entity/644658903,http://purl.obolibrary.org/obo/HP_0002141,Gait imbalance,"","","","","","",http://id.who.int/icd/entity/1328466963|http://id.who.int/icd/entity/576915490,Gait pattern functions|Involuntary movement reaction functions,"","","","",0.5213,muscle structure [0.521] | lateral structure [0.507] | structure [0.504],PROMOT mapping: 'Structures related to movement' (LLM score: 0.5213) | Candidates: muscle structure [0.521] | lateral structure [0.507] | structure [0.504]
http://purl.obolibrary.org/obo/SO_0001411,biological_region,"",http://id.who.int/icd/entity/670326378,"","","","","","","","","","","","","","",0.4366,biological_region [0.437] | zone of organ [0.423] | aggregate regional part of brain [0.416],PROMOT mapping: 'more than one region' (LLM score: 0.4366) | Candidates: biological_region [0.437] | zone of organ [0.423] | aggregate regional part of brain [0.416]
http://purl.obolibrary.org/obo/HP_0002321,Vertigo,"",http://id.who.int/icd/entity/712447084,"","","","","","","","","","","","","","",0.3318,Vertigo [0.332] | Supine-to-Sit Test [0.332] | Chorea [0.284],PROMOT mapping: 'Moving around' (LLM score: 0.3318) | Candidates: Vertigo [0.332] | Supine-to-Sit Test [0.332] | Chorea [0.284]
http://purl.obolibrary.org/obo/HP_0010524,Disturbed sensory perception,"",http://id.who.int/icd/entity/735194884,"","","","","","","","","","","","","","",0.5068,Disturbed sensory perception [0.507] | somatosensory system [0.439] | sensory organ benign neoplasm [0.418],PROMOT mapping: 'Purposeful sensory experiences' (LLM score: 0.5068) | Candidates: Disturbed sensory perception [0.507] | somatosensory system [0.439] | sensory organ benign neoplasm [0.418]
http://purl.obolibrary.org/obo/HP_0011025,Abnormal cardiovascular system physiology,"",http://id.who.int/icd/entity/773343048,"","","","","","","","","","","","","","",0.5235,Abnormal cardiovascular system physiology [0.524] | Weakness of muscles of respiration [0.5] | Abnormal respiratory system physiology [0.499],PROMOT mapping: 'Additional functions and sensations of the cardiovascular and respiratory systems' (LLM score: 0.5235) | Candidates: Abnormal cardiovascular system physiology [0.524] | Weakness of muscles of respiration [0.5] | Abnormal respiratory system physiology [0.499]
http://purl.obolibrary.org/obo/UBERON_0005622,right dorsal aorta,"",http://id.who.int/icd/entity/819739306,"","","","","","","","","","","","","","",0.2629,right dorsal aorta [0.263] | right eye [0.232] | heart right ventricle [0.227],PROMOT mapping: 'right' (LLM score: 0.2629) | Candidates: right dorsal aorta [0.263] | right eye [0.232] | heart right ventricle [0.227]
http://purl.obolibrary.org/obo/UBERON_0003327,mesenchyme of forearm,"",http://id.who.int/icd/entity/822292691,"","","","","","","","","","","","","","",0.6094,mesenchyme of forearm [0.609] | olecranon [0.575] | Distal upper limb muscle weakness [0.554],PROMOT mapping: 'Structure of forearm' (LLM score: 0.6094) | Candidates: mesenchyme of forearm [0.609] | olecranon [0.575] | Distal upper limb muscle weakness [0.554]
http://purl.obolibrary.org/obo/UBERON_0000065,respiratory tract,"",http://id.who.int/icd/entity/829058183,"","","","","","","","","","","","","","",0.7261,respiratory tract [0.726] | respiratory system [0.724] | lower respiratory tract [0.624],PROMOT mapping: 'Structure of respiratory system' (LLM score: 0.7261) | Candidates: respiratory tract [0.726] | respiratory system [0.724] | lower respiratory tract [0.624]
http://purl.obolibrary.org/obo/MONDO_0018780,congenital generalized hypercontractile muscle stiffness syndrome,"",http://id.who.int/icd/entity/841397411,http://purl.obolibrary.org/obo/HP_0003306|http://purl.obolibrary.org/obo/HP_0003552,Spinal rigidity|Muscle stiffness,"","","","","","","","","","","","",0.6135,congenital generalized hypercontractile muscle stiffness syndrome [0.614] | Abnormal muscle tone [0.541] | Myotonia [0.538],PROMOT mapping: 'Sensation of muscle stiffness' (LLM score: 0.6135) | Candidates: congenital generalized hypercontractile muscle stiffness syndrome [0.614] | Abnormal muscle tone [0.541] | Myotonia [0.538]
http://purl.obolibrary.org/obo/NCIT_C38081,Pulmonary Function Test,"",http://id.who.int/icd/entity/848997900,"","","","","","","","","","","","","","",0.3291,Pulmonary Function Test [0.329] | eye [0.313] | Abnormality of vision [0.303],PROMOT mapping: 'Seeing functions' (LLM score: 0.3291) | Candidates: Pulmonary Function Test [0.329] | eye [0.313] | Abnormality of vision [0.303]
http://purl.obolibrary.org/obo/UBERON_0003129,skull,"",http://id.who.int/icd/entity/862003070,http://purl.obolibrary.org/obo/HP_0000276,Long face,"","","","","","","","","","","","",0.5834,skull [0.583] | craniocervical region [0.582] | cranial cavity [0.568],PROMOT mapping: 'Bones of cranium' (LLM score: 0.5834) | Candidates: skull [0.583] | craniocervical region [0.582] | cranial cavity [0.568]
http://purl.obolibrary.org/obo/UBERON_0000118,lung bud,"",http://id.who.int/icd/entity/870135798,http://purl.obolibrary.org/obo/HP_0002643|http://purl.obolibrary.org/obo/HP_0002878|http://purl.obolibrary.org/obo/HP_0004885|http://purl.obolibrary.org/obo/HP_0004887|http://purl.obolibrary.org/obo/HP_0004889|http://purl.obolibrary.org/obo/HP_0005949|http://purl.obolibrary.org/obo/HP_0032341,Neonatal respiratory distress|Respiratory failure|Episodic respiratory distress|Respiratory failure requiring assisted ventilation|Intermittent episodes of respiratory insufficiency due to muscle weakness|Apneic episodes in infancy|Reduced forced vital capacity,"","","","","","",http://id.who.int/icd/entity/1470583183|http://id.who.int/icd/entity/446199613,Functions of breathing through the mouth|Respiration functions,"","","","",0.6742,lung bud [0.674] | lung [0.62] | left lung [0.593],PROMOT mapping: 'Lungs' (LLM score: 0.6742) | Candidates: lung bud [0.674] | lung [0.62] | left lung [0.593]
http://purl.obolibrary.org/obo/HP_0000504,Abnormality of vision,"",http://id.who.int/icd/entity/890173921,"","","","","","","","","","","","","","",0.363,Abnormality of vision [0.363] | visual system [0.336] | non-connected functional system [0.331],PROMOT mapping: 'Seeing and related functions' (LLM score: 0.363) | Candidates: Abnormality of vision [0.363] | visual system [0.336] | non-connected functional system [0.331]
http://purl.obolibrary.org/obo/UBERON_0036262,uterine ligament,"",http://id.who.int/icd/entity/902262669,http://purl.obolibrary.org/obo/HP_0000767|http://purl.obolibrary.org/obo/HP_0000768|http://purl.obolibrary.org/obo/HP_0000774|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_6000327,Pectus excavatum|Pectus carinatum|Narrow chest|Deformed rib cage|Deformed rib cage |Thoracic cage flatness,"","","","","","","","","","","","",0.5651,uterine ligament [0.565] | Weak extraocular muscles [0.539] | orbital myositis [0.539],"PROMOT mapping: 'Extra-articular ligaments, fasciae, extramuscular aponeuroses, retinacula, septa, bursae, unspecified' (LLM score: 0.5651) | Candidates: uterine ligament [0.565] | Weak extraocular muscles [0.539] | orbital myositis [0.539]"
http://purl.obolibrary.org/obo/UBERON_0004529,anatomical projection,"",http://id.who.int/icd/entity/909196092,"","","","","","","","","","","","","","",0.3001,anatomical projection [0.3] | duration [0.284] | non-classic presentation [0.266],PROMOT mapping: 'Communicating - producing' (LLM score: 0.3001) | Candidates: anatomical projection [0.3] | duration [0.284] | non-classic presentation [0.266]
http://purl.obolibrary.org/obo/HP_0002015,Dysphagia,"",http://id.who.int/icd/entity/923782542|http://purl.obolibrary.org/obo/PROMOT_0032010|http://purl.obolibrary.org/obo/PROMOT_0032011,http://purl.obolibrary.org/obo/HP_0002068|http://purl.obolibrary.org/obo/HP_0008872|http://purl.obolibrary.org/obo/HP_0032043|http://purl.obolibrary.org/obo/HP_0200136,Neuromuscular dysphagia|Feeding difficulties in infancy|Odynophagia|Oral-pharyngeal dysphagia,"","","","","","","","",http://id.who.int/icd/entity/1328675264|http://id.who.int/icd/entity/553784299,Eating|Drinking,"","",0.6172,Dysphagia [0.564] | Eating Assessment Tool-10 [0.54] | pharynx [0.474] || Dysphagia [0.599] | Dysarthria [0.45] | oculopharyngeal muscular dystrophy 2 [0.412] || Dysphagia [0.617] | Dysarthria [0.402] | oculopharyngeal muscular dystrophy 2 [0.38],PROMOT mapping: 'Swallowing' (LLM score: 0.5636) | Candidates: Dysphagia [0.564] | Eating Assessment Tool-10 [0.54] | pharynx [0.474] | PROMOT mapping: 'Dysphagia for solid' (LLM score: 0.5992) | Candidates: Dysphagia [0.599] | Dysarthria [0.45] | oculopharyngeal muscular dystrophy 2 [0.412] | PROMOT mapping: 'Dysphagia for liquid' (LLM score: 0.6172) | Candidates: Dysphagia [0.617] | Dysarthria [0.402] | oculopharyngeal muscular dystrophy 2 [0.38]
http://purl.obolibrary.org/obo/UBERON_0002365,exocrine gland,"",http://id.who.int/icd/entity/925451085,"","","","","","","","","","","","","","",0.6306,exocrine gland [0.631] | endocrine gland [0.627] | exocrine system [0.61],PROMOT mapping: 'Endocrine gland functions' (LLM score: 0.6306) | Candidates: exocrine gland [0.631] | endocrine gland [0.627] | exocrine system [0.61]
http://purl.obolibrary.org/obo/MONDO_0008116,oculopharyngeal muscular dystrophy,"",http://purl.obolibrary.org/obo/PROMOT_0000001,"","","","","","","","","","","","","","",0.5984,"oculopharyngeal muscular dystrophy [0.598] | autosomal recessive optic atrophy, OPA7 type [0.594] | oculopharyngodistal myopathy 3 [0.567]","PROMOT mapping: 'OPMD related mutation' (LLM score: 0.5984) | Candidates: oculopharyngeal muscular dystrophy [0.598] | autosomal recessive optic atrophy, OPA7 type [0.594] | oculopharyngodistal myopathy 3 [0.567]"
http://purl.obolibrary.org/obo/MONDO_0018940,congenital myasthenic syndrome,"",http://purl.obolibrary.org/obo/PROMOT_0000002|http://purl.obolibrary.org/obo/PROMOT_0000003,"","","","","","","","","","","","","","",0.5941,congenital myasthenic syndrome [0.594] | congenital myasthenic syndrome 19 [0.469] | congenital myasthenic syndrome 21 [0.469] || congenital myasthenic syndrome [0.533] | Charcot-Marie-Tooth disease type 2B1 [0.496] | Charcot-Marie-Tooth disease type 2B2 [0.467],PROMOT mapping: 'CMS related mutation' (LLM score: 0.5941) | Candidates: congenital myasthenic syndrome [0.594] | congenital myasthenic syndrome 19 [0.469] | congenital myasthenic syndrome 21 [0.469] | PROMOT mapping: 'CMYO related mutation' (LLM score: 0.5333) | Candidates: congenital myasthenic syndrome [0.533] | Charcot-Marie-Tooth disease type 2B1 [0.496] | Charcot-Marie-Tooth disease type 2B2 [0.467]
http://purl.obolibrary.org/obo/MONDO_0018957,pudendal neuralgia,"",http://purl.obolibrary.org/obo/PROMOT_0000004,"","","","","","","","","","","","","","",0.414,pudendal neuralgia [0.414] | amyotrophic lateral sclerosis type 18 [0.392] | pontocerebellar hypoplasia type 1A [0.354],PROMOT mapping: 'PABPN1 variant' (LLM score: 0.414) | Candidates: pudendal neuralgia [0.414] | amyotrophic lateral sclerosis type 18 [0.392] | pontocerebellar hypoplasia type 1A [0.354]
http://purl.obolibrary.org/obo/MONDO_0100150,RYR1-related myopathy,"",http://purl.obolibrary.org/obo/PROMOT_0000005,"","","","","","","","","","","","","","",0.5889,RYR1-related myopathy [0.589] | congenital multicore myopathy with external ophthalmoplegia [0.37] | Bethlem myopathy 1B [0.339],PROMOT mapping: 'RYR1 variant' (LLM score: 0.5889) | Candidates: RYR1-related myopathy [0.589] | congenital multicore myopathy with external ophthalmoplegia [0.37] | Bethlem myopathy 1B [0.339]
http://purl.obolibrary.org/obo/MONDO_0100493,autosomal recessive titinopathy,"",http://purl.obolibrary.org/obo/PROMOT_0000006,"","","","","","","","","","","","","","",0.3802,autosomal recessive titinopathy [0.38] | pedal digit phalanx pre-cartilage condensation [0.373] | hypertrophic cardiomyopathy 9 [0.36],PROMOT mapping: 'TTN variant' (LLM score: 0.3802) | Candidates: autosomal recessive titinopathy [0.38] | pedal digit phalanx pre-cartilage condensation [0.373] | hypertrophic cardiomyopathy 9 [0.36]
http://purl.obolibrary.org/obo/MONDO_0014836,Charcot-Marie-Tooth disease axonal type 2CC,"",http://purl.obolibrary.org/obo/PROMOT_0000007,"","","","","","","","","","","","","","",0.33,Charcot-Marie-Tooth disease axonal type 2CC [0.33] | neurula embryo [0.316] | nemaline myopathy 5 [0.307],PROMOT mapping: 'NEB variant' (LLM score: 0.33) | Candidates: Charcot-Marie-Tooth disease axonal type 2CC [0.33] | neurula embryo [0.316] | nemaline myopathy 5 [0.307]
http://purl.obolibrary.org/obo/MONDO_0013354,spastic ataxia 4,"",http://purl.obolibrary.org/obo/PROMOT_0000008,"","","","","","","","","","","","","","",0.3531,spastic ataxia 4 [0.353] | mitochondrial DNA depletion syndrome 20 (mngie type) [0.332] | mitochondrial DNA depletion syndrome [0.325],PROMOT mapping: 'MTM1 variant' (LLM score: 0.3531) | Candidates: spastic ataxia 4 [0.353] | mitochondrial DNA depletion syndrome 20 (mngie type) [0.332] | mitochondrial DNA depletion syndrome [0.325]
http://purl.obolibrary.org/obo/MONDO_0100084,alpha-actinopathy,"",http://purl.obolibrary.org/obo/PROMOT_0000009,"","","","","","","","","","","","","","",0.4705,"alpha-actinopathy [0.471] | neuromuscular disease caused by qualitative or quantitative defects of alpha-actin [0.4] | congenital myopathy 2a, typical, autosomal dominant [0.381]","PROMOT mapping: 'ACTA1 variant' (LLM score: 0.4705) | Candidates: alpha-actinopathy [0.471] | neuromuscular disease caused by qualitative or quantitative defects of alpha-actin [0.4] | congenital myopathy 2a, typical, autosomal dominant [0.381]"
http://purl.obolibrary.org/obo/MONDO_0100100,SELENON-related myopathy,"",http://purl.obolibrary.org/obo/PROMOT_0000010,"","","","","","","","","","","","","","",0.4944,SELENON-related myopathy [0.494] | neuromuscular disease caused by qualitative or quantitative defects of selenoprotein N1 [0.378] | amyotrophic lateral sclerosis type 19 [0.257],PROMOT mapping: 'SELENON variant' (LLM score: 0.4944) | Candidates: SELENON-related myopathy [0.494] | neuromuscular disease caused by qualitative or quantitative defects of selenoprotein N1 [0.378] | amyotrophic lateral sclerosis type 19 [0.257]
http://purl.obolibrary.org/obo/MONDO_1040021,congenital myasthenic syndrome 4,"",http://purl.obolibrary.org/obo/PROMOT_0000011,"","","","","","","","","","","","","","",0.3905,congenital myasthenic syndrome 4 [0.391] | cutaneous polyarteritis nodosa [0.262] | congenital myasthenic syndrome 4A [0.255],PROMOT mapping: 'CHRNE variant' (LLM score: 0.3905) | Candidates: congenital myasthenic syndrome 4 [0.391] | cutaneous polyarteritis nodosa [0.262] | congenital myasthenic syndrome 4A [0.255]
http://purl.obolibrary.org/obo/MONDO_0009690,congenital myasthenic syndrome 10,"",http://purl.obolibrary.org/obo/PROMOT_0000012,"","","","","","","","","","","","","","",0.3537,"congenital myasthenic syndrome 10 [0.354] | autosomal recessive optic atrophy, OPA7 type [0.24] | amyotrophic lateral sclerosis type 7 [0.224]","PROMOT mapping: 'DOK7 variant' (LLM score: 0.3537) | Candidates: congenital myasthenic syndrome 10 [0.354] | autosomal recessive optic atrophy, OPA7 type [0.24] | amyotrophic lateral sclerosis type 7 [0.224]"
http://purl.obolibrary.org/obo/MONDO_0034022,Bethlem myopathy 2,"",http://purl.obolibrary.org/obo/PROMOT_0000013,"","","","","","","","","","","","","","",0.2883,Bethlem myopathy 2 [0.288] | congenital myasthenic syndrome 19 [0.28] | dystonia 27 [0.251],PROMOT mapping: 'COLQ variant' (LLM score: 0.2883) | Candidates: Bethlem myopathy 2 [0.288] | congenital myasthenic syndrome 19 [0.28] | dystonia 27 [0.251]
http://purl.obolibrary.org/obo/MONDO_0017728,"Tay-Sachs disease, B1 variant","",http://purl.obolibrary.org/obo/PROMOT_0000014,"","","","","","","","","","","","","","",0.2707,"Tay-Sachs disease, B1 variant [0.271] | acute motor axonal neuropathy [0.262] | neuromuscular disease caused by qualitative or quantitative defects of titin [0.255]","PROMOT mapping: 'RAPSN variant' (LLM score: 0.2707) | Candidates: Tay-Sachs disease, B1 variant [0.271] | acute motor axonal neuropathy [0.262] | neuromuscular disease caused by qualitative or quantitative defects of titin [0.255]"
http://purl.obolibrary.org/obo/MONDO_0014526,polyglucosan body myopathy type 2,"",http://purl.obolibrary.org/obo/PROMOT_0000015,"","","","","","","","","","","","","","",0.4322,polyglucosan body myopathy type 2 [0.432] | Charcot-Marie-Tooth disease type 1F [0.404] | autosomal dominant limb-girdle muscular dystrophy type 1F [0.397],PROMOT mapping: 'GFPT1 variant' (LLM score: 0.4322) | Candidates: polyglucosan body myopathy type 2 [0.432] | Charcot-Marie-Tooth disease type 1F [0.404] | autosomal dominant limb-girdle muscular dystrophy type 1F [0.397]
http://purl.obolibrary.org/obo/MONDO_0700084,myopathy caused by variation in GMPPB,"",http://purl.obolibrary.org/obo/PROMOT_0000016,"","","","","","","","","","","","","","",0.4473,myopathy caused by variation in GMPPB [0.447] | GM2 gangliosidosis [0.326] | generalized myasthenia gravis [0.3],PROMOT mapping: 'GMPPB variant' (LLM score: 0.4473) | Candidates: myopathy caused by variation in GMPPB [0.447] | GM2 gangliosidosis [0.326] | generalized myasthenia gravis [0.3]
http://purl.obolibrary.org/obo/PATO_0002198,quality of a substance,"",http://purl.obolibrary.org/obo/PROMOT_0010001|http://purl.obolibrary.org/obo/PROMOT_0010005,"","","","","","","","","","","","","","",0.2829,quality of a substance [0.274] | myoseptum [0.236] | Infertility [0.229] || quality of a substance [0.283] | deletion [0.266] | Constitutional symptom [0.25],PROMOT mapping: 'statement' (LLM score: 0.2735) | Candidates: quality of a substance [0.274] | myoseptum [0.236] | Infertility [0.229] | PROMOT mapping: 'statement about a procedure' (LLM score: 0.2829) | Candidates: quality of a substance [0.283] | deletion [0.266] | Constitutional symptom [0.25]
http://purl.obolibrary.org/obo/UPHENO_0001001,phenotype,"",http://purl.obolibrary.org/obo/PROMOT_0010004|http://purl.obolibrary.org/obo/PROMOT_0032003|http://purl.obolibrary.org/obo/PROMOT_0032004|http://purl.obolibrary.org/obo/PROMOT_0100001,"","",http://purl.obolibrary.org/obo/HP_0000118,Phenotypic abnormality,"","","","","","","","","","",0.8388,"phenotype [0.839] | Phenotypic abnormality [0.497] | Abnormal cellular phenotype [0.497] || phenotype [0.664] | Phenotypic abnormality [0.52] | body proper [0.516] || phenotype [0.613] | Abnormal cellular phenotype [0.442] | myopathy, lactic acidosis, and sideroblastic anemia [0.435] || phenotype [0.45] | anatomical projection [0.396] | non-classic presentation [0.379]","PROMOT mapping: 'statement about a phenotype' (LLM score: 0.8388) | Candidates: phenotype [0.839] | Phenotypic abnormality [0.497] | Abnormal cellular phenotype [0.497] | PROMOT mapping: 'Body function related phenotype' (LLM score: 0.664) | Candidates: phenotype [0.664] | Phenotypic abnormality [0.52] | body proper [0.516] | PROMOT mapping: 'Activity related phenotype' (LLM score: 0.6131) | Candidates: phenotype [0.613] | Abnormal cellular phenotype [0.442] | myopathy, lactic acidosis, and sideroblastic anemia [0.435] | PROMOT mapping: 'Phenotypically related procedure' (LLM score: 0.4498) | Candidates: phenotype [0.45] | anatomical projection [0.396] | non-classic presentation [0.379]"
http://purl.obolibrary.org/obo/HP_0025142,Constitutional symptom,"",http://purl.obolibrary.org/obo/PROMOT_0010006,"","","","","","","","","","","","","","",0.2171,Constitutional symptom [0.217] | syndromic constitutional thrombocytopenia [0.188] | subdivision of head [0.186],PROMOT mapping: 'statement about a consent' (LLM score: 0.2171) | Candidates: Constitutional symptom [0.217] | syndromic constitutional thrombocytopenia [0.188] | subdivision of head [0.186]
http://purl.obolibrary.org/obo/NCIT_C91105,Clinical or Research Assessment Questionnaire,"",http://purl.obolibrary.org/obo/PROMOT_0010008|http://purl.obolibrary.org/obo/PROMOT_0010013|http://purl.obolibrary.org/obo/PROMOT_0010062,"","","","","","","","","","","","","","",0.3561,Clinical or Research Assessment Questionnaire [0.35] | Clinical or Research Functional Assessment Tool [0.298] | Cogstate Assessment Battery [0.284] || Clinical or Research Assessment Questionnaire [0.356] | Clinical or Research Functional Assessment Tool [0.282] | Motor Function Assessment [0.278] || Clinical or Research Assessment Questionnaire [0.321] | Research or Clinical Assessment Tool [0.23] | Domain Delta Questionnaire [0.17],PROMOT mapping: 'Date of assessment' (LLM score: 0.3496) | Candidates: Clinical or Research Assessment Questionnaire [0.35] | Clinical or Research Functional Assessment Tool [0.298] | Cogstate Assessment Battery [0.284] | PROMOT mapping: 'Year of assessment' (LLM score: 0.3561) | Candidates: Clinical or Research Assessment Questionnaire [0.356] | Clinical or Research Functional Assessment Tool [0.282] | Motor Function Assessment [0.278] | PROMOT mapping: 'Agreement to be contacted for research purpose' (LLM score: 0.3211) | Candidates: Clinical or Research Assessment Questionnaire [0.321] | Research or Clinical Assessment Tool [0.23] | Domain Delta Questionnaire [0.17]
http://purl.obolibrary.org/obo/NCIT_C100391,Corrected QT Interval,"",http://purl.obolibrary.org/obo/PROMOT_0010009,"","","","","","","","","","","","","","",0.2914,Corrected QT Interval [0.291] | duration [0.278] | PR Interval [0.274],PROMOT mapping: 'Date of resolution' (LLM score: 0.2914) | Candidates: Corrected QT Interval [0.291] | duration [0.278] | PR Interval [0.274]
http://purl.obolibrary.org/obo/HP_0003674,Onset,"",http://purl.obolibrary.org/obo/PROMOT_0010010,"","","","","","","","","","","","","","",0.5916,Onset [0.592] | Pediatric onset [0.554] | Middle age onset [0.526],PROMOT mapping: 'Year of onset' (LLM score: 0.5916) | Candidates: Onset [0.592] | Pediatric onset [0.554] | Middle age onset [0.526]
http://purl.obolibrary.org/obo/MONDO_0021140,congenital,"",http://purl.obolibrary.org/obo/PROMOT_0010011|http://purl.obolibrary.org/obo/PROMOT_0010045,"","","","","","","","","","","","","","",0.4714,congenital [0.355] | congenital or acquired [0.354] | Congenital onset [0.343] || congenital [0.471] | embryonic uterus [0.46] | Congenital onset [0.416],PROMOT mapping: 'Year of birth' (LLM score: 0.3549) | Candidates: congenital [0.355] | congenital or acquired [0.354] | Congenital onset [0.343] | PROMOT mapping: 'Patient sex at birth unknown' (LLM score: 0.4714) | Candidates: congenital [0.471] | embryonic uterus [0.46] | Congenital onset [0.416]
http://purl.obolibrary.org/obo/HP_0011462,Young adult onset,"",http://purl.obolibrary.org/obo/PROMOT_0010012,"","","","","","","","","","","","","","",0.5252,Young adult onset [0.525] | Childhood onset [0.444] | Clinical course [0.419],PROMOT mapping: 'Year of diagnosis' (LLM score: 0.5252) | Candidates: Young adult onset [0.525] | Childhood onset [0.444] | Clinical course [0.419]
http://purl.obolibrary.org/obo/PATO_0001309,duration,"",http://purl.obolibrary.org/obo/PROMOT_0010014|http://purl.obolibrary.org/obo/PROMOT_0010060,"","","","","","","","","","","","","","",0.2903,duration [0.29] | Adult onset [0.29] | Pediatric onset [0.275] || duration [0.215] | precocious puberty [0.189] | syndromic constitutional thrombocytopenia [0.188],PROMOT mapping: 'Year of resolution' (LLM score: 0.2903) | Candidates: duration [0.29] | Adult onset [0.29] | Pediatric onset [0.275] | PROMOT mapping: 'Date of consent' (LLM score: 0.2151) | Candidates: duration [0.215] | precocious puberty [0.189] | syndromic constitutional thrombocytopenia [0.188]
http://purl.obolibrary.org/obo/UBERON_0000071,death stage,"",http://purl.obolibrary.org/obo/PROMOT_0010015|http://purl.obolibrary.org/obo/PROMOT_0010017|http://purl.obolibrary.org/obo/PROMOT_0031001|http://purl.obolibrary.org/obo/PROMOT_0031002,"","","","","","","","","","","","","","",0.4828,death stage [0.472] | life cycle [0.294] | premature aging syndrome [0.283] || death stage [0.483] | premature aging syndrome [0.471] | variable age epilepsy syndrome [0.337] || death stage [0.322] | transient arthropathy [0.321] | Transient [0.314] || death stage [0.396] | transient arthropathy [0.392] | Transient [0.379],PROMOT mapping: 'Year of death' (LLM score: 0.4715) | Candidates: death stage [0.472] | life cycle [0.294] | premature aging syndrome [0.283] | PROMOT mapping: 'Age at death' (LLM score: 0.4828) | Candidates: death stage [0.483] | premature aging syndrome [0.471] | variable age epilepsy syndrome [0.337] | PROMOT mapping: 'unkown life status' (LLM score: 0.3218) | Candidates: death stage [0.322] | transient arthropathy [0.321] | Transient [0.314] | PROMOT mapping: 'unrecorded life status' (LLM score: 0.3959) | Candidates: death stage [0.396] | transient arthropathy [0.392] | Transient [0.379]
http://purl.obolibrary.org/obo/HP_0003596,Middle age onset,"",http://purl.obolibrary.org/obo/PROMOT_0010016|http://purl.obolibrary.org/obo/PROMOT_0010021,"","","","","","","","","","","","","","",0.556,Middle age onset [0.421] | Young adult onset [0.412] | Juvenile onset [0.398] || Middle age onset [0.556] | Adult onset [0.441] | Juvenile onset [0.374],PROMOT mapping: 'Age' (LLM score: 0.4207) | Candidates: Middle age onset [0.421] | Young adult onset [0.412] | Juvenile onset [0.398] | PROMOT mapping: 'Middle adulthood' (LLM score: 0.556) | Candidates: Middle age onset [0.556] | Adult onset [0.441] | Juvenile onset [0.374]
http://purl.obolibrary.org/obo/MONDO_0100619,variable age epilepsy syndrome,"",http://purl.obolibrary.org/obo/PROMOT_0010018,"","","","","","","","","","","","","","",0.3933,variable age epilepsy syndrome [0.393] | Middle age onset [0.382] | premature aging syndrome [0.337],PROMOT mapping: 'Age Category' (LLM score: 0.3933) | Candidates: variable age epilepsy syndrome [0.393] | Middle age onset [0.382] | premature aging syndrome [0.337]
http://purl.obolibrary.org/obo/HP_0003581,Adult onset,"",http://purl.obolibrary.org/obo/PROMOT_0010019|http://purl.obolibrary.org/obo/PROMOT_0010022|http://purl.obolibrary.org/obo/PROMOT_0010024,"","","","","","","","","","","","","","",0.5264,Adult onset [0.526] | adult lymphoma [0.396] | Middle age onset [0.386] || Adult onset [0.484] | Juvenile onset [0.447] | Middle age onset [0.436] || Adult onset [0.488] | Middle age onset [0.474] | Juvenile onset [0.471],PROMOT mapping: 'Adulthood' (LLM score: 0.5264) | Candidates: Adult onset [0.526] | adult lymphoma [0.396] | Middle age onset [0.386] | PROMOT mapping: 'Young adulthood' (LLM score: 0.4838) | Candidates: Adult onset [0.484] | Juvenile onset [0.447] | Middle age onset [0.436] | PROMOT mapping: 'Intermediate young adulthood' (LLM score: 0.4876) | Candidates: Adult onset [0.488] | Middle age onset [0.474] | Juvenile onset [0.471]
http://purl.obolibrary.org/obo/HP_0003584,Late onset,"",http://purl.obolibrary.org/obo/PROMOT_0010020|http://purl.obolibrary.org/obo/PROMOT_0010025,"","","","","","","","","","","","","","",0.5779,Late onset [0.575] | Adult onset [0.483] | Middle age onset [0.47] || Late onset [0.578] | Middle age onset [0.48] | Young adult onset [0.449],PROMOT mapping: 'Late adulthood' (LLM score: 0.5747) | Candidates: Late onset [0.575] | Adult onset [0.483] | Middle age onset [0.47] | PROMOT mapping: 'Late young adulthood' (LLM score: 0.5779) | Candidates: Late onset [0.578] | Middle age onset [0.48] | Young adult onset [0.449]
